episode_id,show,episode_title,season,episode,auditory,auditory_rate,rating_myshows,rating_count,episode_length,date,number_of_comments
15373,Детективное агентство «Лунный свет», Poltergeist III--- Dipesto Nothing,3,10,3367,50.85,4.0,0,48 мин.,13.01.1987,1
15374,Детективное агентство «Лунный свет», Blonde on Blonde (1),3,11,3363,50.79,4.062,81,48 мин.,03.02.1987,1
15375,Детективное агентство «Лунный свет», Sam & Dave (2),3,12,3357,50.69,4.15,0,48 мин.,10.02.1987,1
15376,Детективное агентство «Лунный свет», Maddie's Turn to Cry (3),3,13,3356,50.68,4.138,80,48 мин.,03.03.1987,1
15377,Детективное агентство «Лунный свет», I Am Curious... Maddie (4),3,14,3355,50.66,4.271,85,48 мин.,31.03.1987,4
15378,Детективное агентство «Лунный свет», To Heiress Human,3,15,3352,50.62,4.207,0,48 мин.,05.05.1987,4
15379,Детективное агентство «Лунный свет», A Trip to the Moon,4,1,3209,48.46,3.738,80,48 мин.,29.09.1987,1
15380,Детективное агентство «Лунный свет», Come Back Little Shiksa,4,2,3198,48.29,3.885,0,48 мин.,06.10.1987,1
15381,Детективное агентство «Лунный свет», Take a Left at the Altar,4,3,3194,48.23,3.987,0,48 мин.,13.10.1987,1
15382,Детективное агентство «Лунный свет», Tale in Two Cities,4,4,3194,48.23,3.853,0,48 мин.,03.11.1987,1
15383,Детективное агентство «Лунный свет», Cool Hand Dave (1),4,5,3189,48.16,4.0,74,48 мин.,17.11.1987,1
15384,Детективное агентство «Лунный свет», Cool Hand Dave (2),4,6,3186,48.11,4.04,75,48 мин.,01.12.1987,2
15385,Детективное агентство «Лунный свет», Father Knows Last,4,7,3183,48.07,3.853,0,48 мин.,15.12.1987,2
15386,Детективное агентство «Лунный свет», Los Dos DiPestos,4,8,3183,48.07,3.76,0,48 мин.,05.01.1988,2
15387,Детективное агентство «Лунный свет», Fetal Attraction,4,9,3178,47.99,3.88,75,48 мин.,19.01.1988,3
15388,Детективное агентство «Лунный свет», Tracks of My Tears,4,10,3177,47.98,3.636,77,48 мин.,02.02.1988,3
15389,Детективное агентство «Лунный свет», Eek! A Spouse!,4,11,3174,47.93,3.784,74,48 мин.,09.02.1988,1
15390,Детективное агентство «Лунный свет», Maddie Hayes Got Married,4,12,3174,47.93,3.88,75,48 мин.,01.03.1988,1
15391,Детективное агентство «Лунный свет»," Here's Living With You, Kid",4,13,3168,47.84,3.623,0,48 мин.,15.03.1988,1
15392,Детективное агентство «Лунный свет», And the Flesh Was Made Word,4,14,3166,47.81,3.909,0,48 мин.,22.03.1988,1
15393,Детективное агентство «Лунный свет», A Womb With a View,5,1,3115,47.04,3.77,74,48 мин.,06.12.1988,1
15394,Детективное агентство «Лунный свет», Between a Yuk and a Hard Place,5,2,3107,46.92,3.959,73,48 мин.,13.12.1988,1
15395,Детективное агентство «Лунный свет», The Color of Maddie,5,3,3103,46.86,4.0,0,48 мин.,20.12.1988,1
15396,Детективное агентство «Лунный свет», Plastic Fantastic Lovers,5,4,3101,46.83,3.928,69,48 мин.,10.01.1989,1
15397,Детективное агентство «Лунный свет», Shirts and Skins,5,5,3103,46.86,4.0,0,48 мин.,17.01.1989,1
15398,Детективное агентство «Лунный свет»," Take My Wife, For Example",5,6,3100,46.81,3.971,70,48 мин.,07.02.1989,1
15399,Детективное агентство «Лунный свет»," I See England, I See France, I See Maddie's Netherworld",5,7,3095,46.74,3.9,0,48 мин.,14.02.1989,1
15400,Детективное агентство «Лунный свет»," Those Lips, Those Lies",5,8,3096,46.75,4.0,70,48 мин.,02.04.1989,1
15401,Детективное агентство «Лунный свет», Perfetc,5,9,3094,46.72,3.929,0,48 мин.,09.04.1989,1
15402,Детективное агентство «Лунный свет», When Girls Collide (1),5,10,3095,46.74,3.901,71,48 мин.,16.04.1989,1
15403,Детективное агентство «Лунный свет», In 'N Outlaws,5,11,3095,46.74,3.806,0,48 мин.,23.04.1989,1
15404,Детективное агентство «Лунный свет», Eine Kleine Nacht Murder (2),5,12,3094,46.72,4.027,73,48 мин.,30.04.1989,1
15405,Детективное агентство «Лунный свет», Lunar Eclipse,5,13,3100,46.81,3.921,76,48 мин.,14.05.1989,6
15406,Турецкий для начинающих," Die, in der ich meine Freiheit verliere",1,1,11991,83.32,4.445,155,24 мин.,14.03.2006,8
15407,Турецкий для начинающих," Die, in der ich keine Schwester will",1,2,11884,82.57,4.496,0,24 мин.,15.03.2006,8
15408,Турецкий для начинающих," Die, in der ich abstürze",1,3,11813,82.08,4.41,0,24 мин.,16.03.2006,8
15409,Турецкий для начинающих," Die, in der ich keine Freunde finde",1,4,11749,81.64,4.385,0,24 мин.,17.03.2006,8
15410,Турецкий для начинающих," Die, in der sich Axel in meine Familie verliebt",1,5,11702,81.31,4.462,0,24 мин.,21.03.2006,8
15411,Турецкий для начинающих," Die, mit den Geheimnissen",1,6,11664,81.05,4.474,133,24 мин.,22.03.2006,1
15412,Турецкий для начинающих," Die, in der ich leider erwachsen werde",1,7,11639,80.87,4.489,0,24 мин.,23.03.2006,1
15413,Турецкий для начинающих," Die, in der ich keine Gefühle habe",1,8,11611,80.68,4.486,138,24 мин.,24.03.2006,1
15414,Турецкий для начинающих," Die, in der Axel ständig grün ist",1,9,11595,80.57,4.522,0,24 мин.,28.03.2006,1
15415,Турецкий для начинающих," Die, in der ich echt voll okay bin",1,10,11580,80.46,4.529,138,24 мин.,29.03.2006,2
15416,Турецкий для начинающих," Die, in der mich der Wolf kriegt",1,11,11564,80.35,4.486,144,24 мин.,30.03.2006,1
15417,Турецкий для начинающих," Die, in der es nur einen geben kann",1,12,11557,80.3,4.556,151,24 мин.,31.03.2006,3
15418,Турецкий для начинающих," Die, in der Frauen schwach werden",2,1,10980,76.29,4.444,0,24 мин.,27.03.2007,3
15419,Турецкий для начинающих, Die mit dem Abschiedskuss,2,2,10955,76.12,4.435,131,24 мин.,28.03.2007,1
15420,Турецкий для начинающих, Die mit dem Perpetuum Mobile,2,3,10937,75.99,4.425,134,24 мин.,29.03.2007,1
15421,Турецкий для начинающих, Die mit Sex und Pistols,2,4,10916,75.85,4.454,130,24 мин.,30.03.2007,1
15422,Турецкий для начинающих," Die, in der Cem keine Wurst sein will",2,5,10891,75.67,4.433,0,24 мин.,03.04.2007,1
15423,Турецкий для начинающих," Die, in der ich Kitschi-Gänsehaut kriege",2,6,10873,75.55,4.4,0,24 мин.,04.04.2007,1
15424,Турецкий для начинающих," Die, in der Yagmur ihren ersten Kuss kriegt",2,7,10862,75.47,4.392,125,24 мин.,05.04.2007,1
15425,Турецкий для начинающих," Die, in der ich Mama wahnsinnig mache",2,8,10843,75.34,4.36,125,24 мин.,10.04.2007,3
15426,Турецкий для начинающих," Die, in der Cem Rotlicht sieht",2,9,10837,75.3,4.407,123,24 мин.,11.04.2007,2
15427,Турецкий для начинающих," Die, in der ich ein Kranich bin",2,10,10823,75.2,4.372,121,24 мин.,12.04.2007,1
15428,Турецкий для начинающих," Die, in der Metin fremdgeht",2,11,10800,75.04,4.388,121,24 мин.,13.04.2007,1
15429,Турецкий для начинающих," Die, in der der Osterhase böse war",2,12,10782,74.92,4.358,0,24 мин.,17.04.2007,1
15430,Турецкий для начинающих," Die, in der alle hysterisch sind",2,13,10769,74.83,4.347,0,24 мин.,18.04.2007,1
15431,Турецкий для начинающих, Die mit when a Metin loves a woman,2,14,10760,74.76,4.413,126,24 мин.,19.04.2007,1
15432,Турецкий для начинающих," Die, in der alle K..K..Komplexe haben",2,15,10746,74.67,4.368,125,24 мин.,20.04.2007,3
15433,Турецкий для начинающих," Die, in der Ulla kommt",2,16,10731,74.56,4.311,0,24 мин.,24.04.2007,3
15434,Турецкий для начинающих," Die, in der ich mich für meine Familie schäme",2,17,10720,74.49,4.373,126,24 мин.,25.04.2007,2
15435,Турецкий для начинающих," Die, mit dem Ex in der City",2,18,10711,74.42,4.331,0,24 мин.,26.04.2007,2
15436,Турецкий для начинающих," Die, mit Grillen in Honig",2,19,10702,74.36,4.349,0,24 мин.,27.04.2007,2
15437,Турецкий для начинающих," Die, in der Costa den Lukas haut",2,20,10689,74.27,4.354,0,24 мин.,02.05.2007,2
15438,Турецкий для начинающих," Die, in der es La Boumt!",2,21,10684,74.24,4.315,127,24 мин.,03.05.2007,1
15439,Турецкий для начинающих," Die, in der die Fete nicht weiter geht",2,22,10680,74.21,4.325,0,24 мин.,04.05.2007,1
15440,Турецкий для начинающих," Die, in der Metin die Schnauze voll hat",2,23,10675,74.17,4.344,0,24 мин.,08.05.2007,1
15441,Турецкий для начинающих," Die, nach der schon alles vorbei sein soll?",2,24,10673,74.16,4.408,130,24 мин.,09.05.2007,2
15442,Турецкий для начинающих," Die, in der es total beschissen weitergeht",3,1,10075,70.0,4.236,127,24 мин.,18.11.2008,1
15443,Турецкий для начинающих," Die, in der ich die Motorhaube nicht aufkriege",3,2,10058,69.89,4.198,0,24 мин.,19.11.2008,1
15444,Турецкий для начинающих," Die, in der ich nicht Anne will, sondern Jette",3,3,10044,69.79,4.116,0,24 мин.,20.11.2008,1
15445,Турецкий для начинающих," Die, in der Schläge auch nichts bringen",3,4,10020,69.62,4.165,0,24 мин.,21.11.2008,1
15446,Турецкий для начинающих," Die, in der ich Boris Becker bin",3,5,10003,69.5,4.173,127,24 мин.,25.11.2008,1
15447,Турецкий для начинающих," Die, in der ich wieder 17 bin",3,6,9996,69.46,4.276,0,24 мин.,26.11.2008,1
15448,Турецкий для начинающих," Die, in der Oma ohnmächtig wird",3,7,9984,69.37,4.254,126,24 мин.,27.11.2008,3
15449,Турецкий для начинающих," Die, in der ich kein Bonobo sein will",3,8,9971,69.28,4.171,0,24 мин.,28.11.2008,3
15450,Турецкий для начинающих," Die, in der Oma Big Business macht",3,9,9955,69.17,4.12,0,24 мин.,02.12.2008,3
15451,Турецкий для начинающих," Die, in der Opa sich verknallt",3,10,9943,69.09,4.19,121,24 мин.,03.12.2008,1
15452,Турецкий для начинающих, Die mit dem Ghetto-Spezial,3,11,9936,69.04,4.139,0,24 мин.,04.12.2008,1
15453,Турецкий для начинающих," Die, in der die Toten auferstehen",3,12,9929,68.99,4.231,0,24 мин.,05.12.2008,1
15454,Турецкий для начинающих," Die, in der der Papagei kommt",3,13,9925,68.96,4.19,0,24 мин.,09.12.2008,1
15455,Турецкий для начинающих, Die mit der guten alten D-Mark,3,14,9924,68.95,4.237,135,24 мин.,10.12.2008,1
15456,Турецкий для начинающих," Die, in der Cem Hausmann werden will",3,15,9925,68.96,4.281,128,24 мин.,11.12.2008,1
15457,Турецкий для начинающих," Die, nach der Menopause ist",3,16,9935,69.03,4.365,148,24 мин.,12.12.2008,5
15458,Звездные войны: Войны клонов, Landing at Point Rain,2,5,13318,67.29,4.585,407,22 мин.,03.11.2009,8
15459,Мерлин, The Dragon's Call,1,1,61735,76.81,4.65,1173,45 мин.,20.09.2008,45
15460,Мерлин, Valiant,1,2,60860,75.72,4.59,1104,45 мин.,27.09.2008,18
15461,Мерлин, The Mark of Nimueh,1,3,60234,74.95,4.619,1083,45 мин.,04.10.2008,19
15462,Мерлин, The Poisoned Chalice,1,4,59682,74.26,4.653,1088,45 мин.,11.10.2008,17
15463,Мерлин, Lancelot,1,5,59237,73.71,4.688,1067,45 мин.,18.10.2008,23
15464,Мерлин, A Remedy to Cure All Ills,1,6,58688,73.02,4.6,1041,45 мин.,25.10.2008,13
15465,Мерлин, The Gates of Avalon,1,7,58276,72.51,4.618,1036,45 мин.,01.11.2008,14
15466,Мерлин, The Beginning of the End,1,8,57945,72.1,4.674,1047,45 мин.,08.11.2008,33
15467,Мерлин, Excalibur,1,9,57689,71.78,4.697,1058,45 мин.,15.11.2008,23
15468,Мерлин, The Moment of Truth,1,10,57478,71.52,4.68,1064,45 мин.,22.11.2008,28
15469,Мерлин, The Labyrinth of Gedref,1,11,57306,71.3,4.707,1070,45 мин.,29.11.2008,11
15470,Мерлин, To Kill the King,1,12,57122,71.07,4.639,1025,45 мин.,06.12.2008,16
15471,Мерлин, Le Morte d'Arthur,1,13,57027,70.96,4.717,1057,45 мин.,13.12.2008,26
15472,Мерлин, The Curse of Cornelius Sigan,2,1,54688,68.05,4.595,984,45 мин.,19.09.2009,18
15473,Мерлин, The Once and Future Queen,2,2,54436,67.73,4.67,1013,45 мин.,26.09.2009,27
15474,Мерлин, The Nightmare Begins,2,3,54211,67.45,4.63,984,45 мин.,03.10.2009,24
15475,Мерлин, Lancelot and Guinevere,2,4,53969,67.15,4.618,986,45 мин.,10.10.2009,38
15476,Мерлин, Beauty and the Beast: Part One,2,5,53811,66.95,4.629,986,45 мин.,24.10.2009,16
15477,Мерлин, Beauty and the Beast: Part Two,2,6,53731,66.85,4.698,1025,45 мин.,31.10.2009,30
15478,О.С. – Одинокие сердца, Pilot,1,1,17560,75.93,4.42,231,43 мин.,05.08.2003,20
15479,О.С. – Одинокие сердца, The Model Home,1,2,17308,74.84,4.423,208,43 мин.,12.08.2003,5
15480,О.С. – Одинокие сердца, The Gamble,1,3,17163,74.22,4.409,203,43 мин.,19.08.2003,9
15481,О.С. – Одинокие сердца, The Debut,1,4,17030,73.64,4.332,205,43 мин.,26.08.2003,7
15482,О.С. – Одинокие сердца, The Outsider,1,5,16931,73.21,4.253,198,43 мин.,02.09.2003,4
15483,О.С. – Одинокие сердца, The Girlfriend,1,6,16818,72.72,4.293,198,43 мин.,09.09.2003,7
15484,О.С. – Одинокие сердца, The Escape,1,7,16736,72.37,4.342,196,43 мин.,16.09.2003,3
15485,О.С. – Одинокие сердца, The Rescue,1,8,16668,72.07,4.325,191,43 мин.,29.10.2003,4
15486,О.С. – Одинокие сердца, The Heights,1,9,16604,71.8,4.443,192,43 мин.,05.11.2003,5
15487,О.С. – Одинокие сердца, The Perfect Couple,1,10,16541,71.53,4.407,189,43 мин.,12.11.2003,4
15488,О.С. – Одинокие сердца, The Homecoming,1,11,16463,71.19,4.48,198,43 мин.,19.11.2003,5
15489,О.С. – Одинокие сердца, The Secret,1,12,16424,71.02,4.407,189,43 мин.,26.11.2003,3
15490,О.С. – Одинокие сердца, The Best Chrismukkah Ever,1,13,16380,70.83,4.358,193,43 мин.,03.12.2003,3
15491,О.С. – Одинокие сердца, The Countdown,1,14,16330,70.61,4.449,198,43 мин.,17.12.2003,5
15492,О.С. – Одинокие сердца, The Third Wheel,1,15,16286,70.42,4.323,189,43 мин.,07.01.2004,3
15493,О.С. – Одинокие сердца, The Links,1,16,16240,70.22,4.263,190,43 мин.,14.01.2004,9
15494,О.С. – Одинокие сердца, The Rivals,1,17,16207,70.08,4.268,190,43 мин.,21.01.2004,3
15495,О.С. – Одинокие сердца, The Truth,1,18,16173,69.93,4.411,190,43 мин.,11.02.2004,11
15496,О.С. – Одинокие сердца, The Heartbreak,1,19,16140,69.79,4.391,192,43 мин.,18.02.2004,9
15497,О.С. – Одинокие сердца, The Telenovela,1,20,16110,69.66,4.342,187,43 мин.,25.02.2004,3
15498,О.С. – Одинокие сердца, The Goodbye Girl,1,21,16069,69.48,4.291,189,43 мин.,03.03.2004,6
15499,О.С. – Одинокие сердца, The L.A.,1,22,16038,69.35,4.358,193,43 мин.,24.03.2004,3
15500,О.С. – Одинокие сердца, The Nana,1,23,16001,69.19,4.389,190,43 мин.,31.03.2004,4
15501,О.С. – Одинокие сердца, The Proposal,1,24,15973,69.07,4.332,190,43 мин.,14.04.2004,2
15502,О.С. – Одинокие сердца, The Shower,1,25,15948,68.96,4.25,184,43 мин.,21.04.2004,4
15503,О.С. – Одинокие сердца, The Strip,1,26,15922,68.85,4.387,186,43 мин.,28.04.2004,5
15504,О.С. – Одинокие сердца, The Ties That Bind,1,27,15917,68.83,4.397,194,43 мин.,05.05.2004,8
15505,О.С. – Одинокие сердца, The Distance,2,1,14793,63.97,4.381,181,43 мин.,04.11.2004,7
15506,О.С. – Одинокие сердца, The Way We Were,2,2,14753,63.79,4.249,177,43 мин.,11.11.2004,6
15507,О.С. – Одинокие сердца, The New Kids on the Block,2,3,14712,63.62,4.298,181,43 мин.,18.11.2004,6
15508,О.С. – Одинокие сердца, The New Era,2,4,14676,63.46,4.307,179,43 мин.,02.12.2004,4
15509,О.С. – Одинокие сердца, The SnO.C.,2,5,14638,63.3,4.354,178,43 мин.,09.12.2004,9
15510,О.С. – Одинокие сердца, The Chrismukkah That Almost Wasn't,2,6,14599,63.13,4.398,181,43 мин.,16.12.2004,6
15511,О.С. – Одинокие сердца, The Family Ties,2,7,14572,63.01,4.314,175,43 мин.,06.01.2005,6
15512,О.С. – Одинокие сердца, The Power of Love,2,8,14542,62.88,4.434,173,43 мин.,13.01.2005,3
15513,О.С. – Одинокие сердца, The Ex-Factor,2,9,14519,62.78,4.294,170,43 мин.,20.01.2005,6
15514,О.С. – Одинокие сердца, The Accomplice,2,10,14492,62.67,4.345,171,43 мин.,27.01.2005,3
15515,О.С. – Одинокие сердца, The Second Chance,2,11,14467,62.56,4.287,171,43 мин.,03.02.2005,2
15516,О.С. – Одинокие сердца, The Lonely Hearts Club,2,12,14434,62.41,4.308,172,43 мин.,10.02.2005,4
15517,О.С. – Одинокие сердца, The Test,2,13,14402,62.28,4.271,166,43 мин.,17.02.2005,1
15518,О.С. – Одинокие сердца, The Rainy Day Women,2,14,14382,62.19,4.59,200,43 мин.,24.02.2005,9
15519,О.С. – Одинокие сердца, The Mallpisode,2,15,14340,62.01,4.415,171,43 мин.,10.03.2005,5
15520,О.С. – Одинокие сердца, The Blaze of Glory,2,16,14320,61.92,4.346,162,43 мин.,17.03.2005,3
15521,О.С. – Одинокие сердца, The Brothers Grim,2,17,14292,61.8,4.352,162,43 мин.,24.03.2005,3
15522,О.С. – Одинокие сердца, The Risky Business,2,18,14277,61.74,4.377,167,43 мин.,07.04.2005,4
15523,О.С. – Одинокие сердца, The Rager,2,19,14251,61.62,4.344,163,43 мин.,14.04.2005,2
15524,О.С. – Одинокие сердца, The O.C. Confidential,2,20,14235,61.55,4.327,162,43 мин.,21.04.2005,1
15525,О.С. – Одинокие сердца, The Return of the Nana,2,21,14220,61.49,4.335,167,43 мин.,05.05.2005,11
15526,О.С. – Одинокие сердца, The Showdown,2,22,14218,61.48,4.339,165,43 мин.,05.05.2005,5
15527,О.С. – Одинокие сердца, The O.Sea,2,23,14212,61.45,4.317,167,43 мин.,12.05.2005,5
15528,О.С. – Одинокие сердца, The Dearly Beloved,2,24,14205,61.42,4.393,168,43 мин.,19.05.2005,6
15529,О.С. – Одинокие сердца, The Aftermath,3,1,13037,56.37,4.274,157,43 мин.,08.09.2005,5
15530,О.С. – Одинокие сердца, The Shape of Things to Come,3,2,13008,56.25,4.226,155,43 мин.,15.09.2005,8
15531,О.С. – Одинокие сердца, The End of Innocence,3,3,12979,56.12,4.265,151,43 мин.,22.09.2005,4
15532,О.С. – Одинокие сердца, The Last Waltz,3,4,12950,56.0,4.342,152,43 мин.,29.09.2005,5
15533,О.С. – Одинокие сердца, The Perfect Storm,3,5,12924,55.89,4.257,152,43 мин.,03.11.2005,5
15534,О.С. – Одинокие сердца, The Swells,3,6,12898,55.77,4.297,145,43 мин.,10.11.2005,4
15535,О.С. – Одинокие сердца, The Anger Management,3,7,12882,55.7,4.291,148,43 мин.,17.11.2005,7
15536,О.С. – Одинокие сердца, The Game Plan,3,8,12865,55.63,4.29,145,43 мин.,01.12.2005,1
15537,О.С. – Одинокие сердца, The Disconnect,3,9,12841,55.53,4.264,140,43 мин.,08.12.2005,4
15538,О.С. – Одинокие сердца, The Chrismukkah Bar Mitz-vahkkah,3,10,12823,55.45,4.301,143,43 мин.,15.12.2005,3
15539,О.С. – Одинокие сердца, The Safe Harbor,3,11,12797,55.34,4.296,142,43 мин.,12.01.2006,1
15540,О.С. – Одинокие сердца, The Sister Act,3,12,12774,55.24,4.148,142,43 мин.,19.01.2006,3
15541,О.С. – Одинокие сердца, The Pot Stirrer,3,13,12752,55.14,4.209,139,43 мин.,26.01.2006,2
15542,О.С. – Одинокие сердца, The Cliffhanger,3,14,12732,55.05,4.243,144,43 мин.,02.02.2006,3
15543,О.С. – Одинокие сердца, The Heavy Lifting,3,15,12718,54.99,4.092,141,43 мин.,09.02.2006,13
15544,О.С. – Одинокие сердца, The Road Warrior,3,16,12693,54.89,4.181,138,43 мин.,09.03.2006,5
15545,О.С. – Одинокие сердца, The Journey,3,17,12676,54.81,4.159,138,43 мин.,16.03.2006,4
15546,О.С. – Одинокие сердца, The Undertow,3,18,12659,54.74,4.257,144,43 мин.,23.03.2006,5
15547,О.С. – Одинокие сердца, The Secrets and Lies,3,19,12646,54.68,4.21,138,43 мин.,30.03.2006,4
15548,О.С. – Одинокие сердца, The Day After Tomorrow,3,20,12627,54.6,4.29,138,43 мин.,06.04.2006,2
15549,О.С. – Одинокие сердца, The Dawn Patrol,3,21,12622,54.58,4.366,142,43 мин.,13.04.2006,2
15550,О.С. – Одинокие сердца, The College Try,3,22,12614,54.54,4.326,141,43 мин.,20.04.2006,3
15551,О.С. – Одинокие сердца, The Party Favor,3,23,12612,54.54,4.31,142,43 мин.,27.04.2006,4
15552,О.С. – Одинокие сердца, The Man of the Year,3,24,12609,54.52,4.353,139,43 мин.,04.05.2006,3
15553,О.С. – Одинокие сердца, The Graduates,3,25,12607,54.51,4.465,144,43 мин.,18.05.2006,10
15554,О.С. – Одинокие сердца, The Avengers,4,1,11942,51.64,4.236,148,43 мин.,02.11.2006,7
15555,О.С. – Одинокие сердца, The Gringos,4,2,11882,51.38,4.146,144,43 мин.,08.11.2006,12
15556,О.С. – Одинокие сердца, The Cold Turkey,4,3,11847,51.23,4.261,142,43 мин.,09.11.2006,3
15557,О.С. – Одинокие сердца, The Metamorphosis,4,4,11821,51.12,4.168,143,43 мин.,16.11.2006,4
15558,О.С. – Одинокие сердца, The Sleeping Beauty,4,5,11796,51.01,4.204,147,43 мин.,30.11.2006,6
15559,О.С. – Одинокие сердца, The Summer Bummer,4,6,11780,50.94,4.294,143,43 мин.,07.12.2006,11
15560,О.С. – Одинокие сердца, The Chrismukk-huh?,4,7,11766,50.88,4.342,152,43 мин.,14.12.2006,7
15561,О.С. – Одинокие сердца, The Earth Girls Are Easy,4,8,11754,50.83,4.25,144,43 мин.,21.12.2006,13
15562,О.С. – Одинокие сердца, The My Two Dads,4,9,11740,50.77,4.141,142,43 мин.,04.01.2007,4
15563,О.С. – Одинокие сердца, The French Connection,4,10,11726,50.7,4.136,140,43 мин.,11.01.2007,3
15564,О.С. – Одинокие сердца, The Dream Lover,4,11,11723,50.69,4.071,140,43 мин.,18.01.2007,6
15565,О.С. – Одинокие сердца, The Groundhog Day,4,12,11714,50.65,4.2,140,43 мин.,25.01.2007,7
15566,О.С. – Одинокие сердца, The Case of the Franks,4,13,11712,50.64,4.392,143,43 мин.,01.02.2007,8
15567,О.С. – Одинокие сердца, The Shake Up,4,14,11709,50.63,4.224,143,43 мин.,08.02.2007,5
15568,О.С. – Одинокие сердца, The Night Moves,4,15,11711,50.64,4.4,155,43 мин.,15.02.2007,10
15569,О.С. – Одинокие сердца," The End's Not Near, It's Here",4,16,11739,50.76,4.621,190,43 мин.,22.02.2007,22
15654,Отчаянные домохозяйки, Careful the Things You Say,6,7,66180,62.83,4.655,1115,43 мин.,08.11.2009,34
15655,Отчаянные домохозяйки, The Coffee Cup,6,8,66138,62.79,4.672,1116,43 мин.,15.11.2009,51
15656,Кукольный дом, Stop-Loss,2,9,9307,51.02,4.274,266,49 мин.,18.12.2009,4
15657,Кукольный дом, The Attic,2,10,9275,50.85,4.433,275,49 мин.,18.12.2009,3
15658,Грань, Of Human Action,2,7,53490,64.07,4.568,784,43 мин.,12.11.2009,10
15659,Грань, August,2,8,53389,63.95,4.618,812,43 мин.,19.11.2009,9
15660,Мерлин, The Witchfinder,2,7,53568,66.65,4.686,987,45 мин.,07.11.2009,17
15661,Разрушители легенд, Crash and Burn,7,17,7061,46.93,4.406,64,43 мин.,11.11.2009,1
15662,Тайны Смолвиля, Absolute Justice,9,11,35376,49.21,4.464,483,120 мин.,05.02.2010,12
15663,Тайны Смолвиля, Warrior,9,12,35312,49.12,4.436,477,43 мин.,12.02.2010,9
15664,Пингвины Мадагаскара, Tagged,1,30,5641,78.27,4.375,0,11 мин.,21.08.2009,9
15665,Пингвины Мадагаскара, What Goes Around,1,31,5637,78.22,4.36,100,11 мин.,19.09.2009,2
15666,Пингвины Мадагаскара, Mask of the Raccoon,1,32,5646,78.34,4.33,0,11 мин.,19.09.2009,2
15667,Пингвины Мадагаскара, Out of the Groove,1,33,5628,78.09,4.323,0,11 мин.,12.10.2009,2
15668,Пингвины Мадагаскара, Jungle Law,1,34,5633,78.16,4.253,0,11 мин.,12.10.2009,2
15669,Пингвины Мадагаскара, I Was a Penguin Zombie,1,35,5627,78.08,4.303,0,11 мин.,24.10.2009,2
15670,Два с половиной человека, Give Me Your Thumb,7,6,21738,50.88,4.455,378,22 мин.,02.11.2009,2
15671,Два с половиной человека, Untainted by Filth,7,7,21726,50.86,4.428,383,22 мин.,09.11.2009,3
15673,Баффи - истребительница вампиров, Welcome to the Hellmouth,1,1,26142,77.85,4.296,459,43 мин.,10.03.1997,36
15674,Баффи - истребительница вампиров, The Harvest,1,2,25684,76.48,4.333,429,43 мин.,10.03.1997,7
15675,Баффи - истребительница вампиров, Witch,1,3,25306,75.36,4.409,418,43 мин.,17.03.1997,13
15676,Баффи - истребительница вампиров, Teacher's Pet,1,4,25114,74.78,4.27,404,43 мин.,25.03.1997,7
15677,Баффи - истребительница вампиров, Never Kill a Boy on the First Date,1,5,24957,74.32,4.341,399,43 мин.,31.03.1997,8
15678,Баффи - истребительница вампиров, The Pack,1,6,24833,73.95,4.326,402,43 мин.,07.04.1997,13
15679,Баффи - истребительница вампиров, Angel,1,7,24749,73.7,4.51,402,43 мин.,14.04.1997,22
15680,Баффи - истребительница вампиров," I, Robot... You, Jane",1,8,24648,73.4,4.267,382,43 мин.,28.04.1997,16
15681,Баффи - истребительница вампиров, The Puppet Show,1,9,24572,73.17,4.441,381,43 мин.,05.05.1997,18
15682,Баффи - истребительница вампиров, Nightmares,1,10,24538,73.07,4.421,382,43 мин.,12.05.1997,11
15683,Баффи - истребительница вампиров," Out of Mind, Out of Sight",1,11,24500,72.96,4.38,368,43 мин.,19.05.1997,7
15684,Баффи - истребительница вампиров, Prophecy Girl,1,12,24493,72.93,4.476,380,43 мин.,02.06.1997,20
15685,Баффи - истребительница вампиров, When She Was Bad,2,1,23597,70.27,4.297,357,43 мин.,15.09.1997,14
15686,Баффи - истребительница вампиров, Some Assembly Required,2,2,23535,70.08,4.265,344,43 мин.,22.09.1997,8
15687,Баффи - истребительница вампиров, School Hard,2,3,23516,70.03,4.534,369,43 мин.,29.09.1997,24
15688,Баффи - истребительница вампиров, Inca Mummy Girl,2,4,23452,69.84,4.296,348,43 мин.,06.10.1997,15
15689,Баффи - истребительница вампиров, Reptile Boy,2,5,23419,69.74,4.264,345,43 мин.,13.10.1997,18
15690,Баффи - истребительница вампиров, Halloween,2,6,23393,69.66,4.576,368,43 мин.,27.10.1997,15
15691,Баффи - истребительница вампиров, Lie to Me,2,7,23361,69.56,4.462,353,43 мин.,03.11.1997,9
15692,Баффи - истребительница вампиров, The Dark Age,2,8,23315,69.43,4.309,346,43 мин.,10.11.1997,16
15693,Баффи - истребительница вампиров, What's My Line? ,2,9,23281,69.33,4.433,335,43 мин.,17.11.1997,25
15694,Баффи - истребительница вампиров, What's My Line? ,2,10,23266,69.28,4.491,340,43 мин.,24.11.1997,19
15695,Баффи - истребительница вампиров, Ted,2,11,23240,69.2,4.319,339,43 мин.,08.12.1997,10
15696,Баффи - истребительница вампиров, Bad Eggs,2,12,23222,69.15,4.325,329,43 мин.,12.01.1998,9
